County/Area,Claim Type,Month,Yr,Date,Claims,Last month claims,Last year claims,Month net change,Year net change,,,
OKANOGAN,Continued claims,10,2010,10/1/10,557,558,749,-1,-192,,,
PACIFIC,Continued claims,10,2010,10/1/10,407,275,447,132,-40,,,
PEND OREILLE,Continued claims,10,2010,10/1/10,165,159,228,6,-63,,,
PIERCE,Continued claims,10,2010,10/1/10,12898,12681,17858,217,-4960,,,
SAN JUAN,Continued claims,10,2010,10/1/10,135,111,206,24,-71,,,
SKAGIT,Continued claims,10,2010,10/1/10,2210,2066,3088,144,-878,,,
SKAMANIA,Continued claims,10,2010,10/1/10,118,119,172,-1,-54,,,
SNOHOMISH,Continued claims,10,2010,10/1/10,11845,11880,18088,-35,-6243,,,
SPOKANE,Continued claims,10,2010,10/1/10,6700,6729,9084,-29,-2384,,,
STEVENS,Continued claims,10,2010,10/1/10,556,563,861,-7,-305,,,
THURSTON,Continued claims,10,2010,10/1/10,3414,3253,4148,161,-734,,,
WAHKIAKUM,Continued claims,10,2010,10/1/10,55,51,75,4,-20,,,
WALLA WALLA,Continued claims,10,2010,10/1/10,448,464,596,-16,-148,,,
WHATCOM,Continued claims,10,2010,10/1/10,2946,2996,4039,-50,-1093,,,
WHITMAN,Continued claims,10,2010,10/1/10,146,137,177,9,-31,,,
YAKIMA,Continued claims,10,2010,10/1/10,3649,3965,4296,-316,-647,,,
ADAMS,Initial claims,10,2010,10/1/10,170,76,241,94,-71,,,
ASOTIN,Initial claims,10,2010,10/1/10,76,68,100,8,-24,,,
BENTON,Initial claims,10,2010,10/1/10,1030,928,1778,102,-748,,,
CHELAN,Initial claims,10,2010,10/1/10,886,658,996,228,-110,,,
CLALLAM,Initial claims,10,2010,10/1/10,660,499,679,161,-19,,,
CLARK,Initial claims,10,2010,10/1/10,2132,1989,2743,143,-611,,,
COLUMBIA,Initial claims,10,2010,10/1/10,27,23,33,4,-6,,,
COWLITZ,Initial claims,10,2010,10/1/10,918,762,1200,156,-282,,,
DOUGLAS,Initial claims,10,2010,10/1/10,420,297,442,123,-22,,,
FERRY,Initial claims,10,2010,10/1/10,52,38,75,14,-23,,,
FRANKLIN,Initial claims,10,2010,10/1/10,633,527,1334,106,-701,,,
GARFIELD,Initial claims,10,2010,10/1/10,8,5,12,3,-4,,,
GRANT,Initial claims,10,2010,10/1/10,801,479,1147,322,-346,,,
GRAYS HARBOR,Initial claims,10,2010,10/1/10,900,717,1113,183,-213,,,
ISLAND,Initial claims,10,2010,10/1/10,380,373,498,7,-118,,,
JEFFERSON,Initial claims,10,2010,10/1/10,183,169,232,14,-49,,,
KING,Initial claims,10,2010,10/1/10,10683,10445,13871,238,-3188,,,
KITSAP,Initial claims,10,2010,10/1/10,1423,1151,1544,272,-121,,,
KITTITAS,Initial claims,10,2010,10/1/10,290,220,405,70,-115,,,
KLICKITAT,Initial claims,10,2010,10/1/10,146,101,146,45,0,,,
LEWIS,Initial claims,10,2010,10/1/10,824,682,1104,142,-280,,,
LINCOLN,Initial claims,10,2010,10/1/10,61,41,59,20,2,,,
MASON,Initial claims,10,2010,10/1/10,510,389,805,121,-295,,,
OKANOGAN,Initial claims,10,2010,10/1/10,471,280,571,191,-100,,,
PACIFIC,Initial claims,10,2010,10/1/10,313,170,256,143,57,,,
PEND OREILLE,Initial claims,10,2010,10/1/10,106,73,99,33,7,,,
PIERCE,Initial claims,10,2010,10/1/10,6345,5704,7538,641,-1193,,,
SAN JUAN,Initial claims,10,2010,10/1/10,112,83,128,29,-16,,,
SKAGIT,Initial claims,10,2010,10/1/10,1295,1048,1534,247,-239,,,
SKAMANIA,Initial claims,10,2010,10/1/10,62,49,97,13,-35,,,
SNOHOMISH,Initial claims,10,2010,10/1/10,5166,4805,6631,361,-1465,,,
SPOKANE,Initial claims,10,2010,10/1/10,3345,2955,3970,390,-625,,,
STEVENS,Initial claims,10,2010,10/1/10,331,256,492,75,-161,,,
THURSTON,Initial claims,10,2010,10/1/10,1831,1555,2007,276,-176,,,
WAHKIAKUM,Initial claims,10,2010,10/1/10,35,17,37,18,-2,,,
WALLA WALLA,Initial claims,10,2010,10/1/10,257,235,386,22,-129,,,
WHATCOM,Initial claims,10,2010,10/1/10,1639,1432,1919,207,-280,,,
WHITMAN,Initial claims,10,2010,10/1/10,66,75,110,-9,-44,,,
YAKIMA,Initial claims,10,2010,10/1/10,2545,1938,3593,607,-1048,,,
WASHINGTON STATE,Initial claims,10,2010,10/1/10,48960,43327,62147,5633,-13187,,,
WASHINGTON STATE,Continued claims,10,2010,10/1/10,95246,94978,135331,268,-40085,,,
ADAMS,Continued claims,11,2010,11/1/10,379,179,448,200,-69,,,
ASOTIN,Continued claims,11,2010,11/1/10,173,131,222,42,-49,,,
BENTON,Continued claims,11,2010,11/1/10,2413,1957,3084,456,-671,,,
CHELAN,Continued claims,11,2010,11/1/10,1773,1225,1967,548,-194,,,
CLALLAM,Continued claims,11,2010,11/1/10,1274,1071,1474,203,-200,,,
CLARK,Continued claims,11,2010,11/1/10,4898,4613,7329,285,-2431,,,
COLUMBIA,Continued claims,11,2010,11/1/10,51,37,58,14,-7,,,
COWLITZ,Continued claims,11,2010,11/1/10,1829,1566,2914,263,-1085,,,
DOUGLAS,Continued claims,11,2010,11/1/10,802,556,957,246,-155,,,
FERRY,Continued claims,11,2010,11/1/10,114,83,134,31,-20,,,
FRANKLIN,Continued claims,11,2010,11/1/10,1425,836,1806,589,-381,,,
GARFIELD,Continued claims,11,2010,11/1/10,12,9,38,3,-26,,,
GRANT,Continued claims,11,2010,11/1/10,1912,1098,2717,814,-805,,,
GRAYS HARBOR,Continued claims,11,2010,11/1/10,1783,1489,2280,294,-497,,,
ISLAND,Continued claims,11,2010,11/1/10,869,773,1278,96,-409,,,
JEFFERSON,Continued claims,11,2010,11/1/10,403,363,510,40,-107,,,
KING,Continued claims,11,2010,11/1/10,27063,27085,41802,-22,-14739,,,
KITSAP,Continued claims,11,2010,11/1/10,2882,2763,3971,119,-1089,,,
KITTITAS,Continued claims,11,2010,11/1/10,622,492,831,130,-209,,,
KLICKITAT,Continued claims,11,2010,11/1/10,316,221,399,95,-83,,,
LEWIS,Continued claims,11,2010,11/1/10,1768,1424,2404,344,-636,,,
LINCOLN,Continued claims,11,2010,11/1/10,137,106,147,31,-10,,,
MASON,Continued claims,11,2010,11/1/10,1130,923,1567,207,-437,,,
OKANOGAN,Continued claims,11,2010,11/1/10,961,557,1158,404,-197,,,
PACIFIC,Continued claims,11,2010,11/1/10,484,407,522,77,-38,,,
PEND OREILLE,Continued claims,11,2010,11/1/10,204,165,277,39,-73,,,
PIERCE,Continued claims,11,2010,11/1/10,13994,12898,19261,1096,-5267,,,
SAN JUAN,Continued claims,11,2010,11/1/10,174,135,263,39,-89,,,
SKAGIT,Continued claims,11,2010,11/1/10,2606,2210,3550,396,-944,,,
SKAMANIA,Continued claims,11,2010,11/1/10,192,118,232,74,-40,,,
SNOHOMISH,Continued claims,11,2010,11/1/10,12356,11845,19154,511,-6798,,,
SPOKANE,Continued claims,11,2010,11/1/10,7821,6700,10397,1121,-2576,,,
STEVENS,Continued claims,11,2010,11/1/10,720,556,1053,164,-333,,,
THURSTON,Continued claims,11,2010,11/1/10,3679,3414,4711,265,-1032,,,
WAHKIAKUM,Continued claims,11,2010,11/1/10,66,55,93,11,-27,,,
WALLA WALLA,Continued claims,11,2010,11/1/10,578,448,778,130,-200,,,
WHATCOM,Continued claims,11,2010,11/1/10,3463,2946,4510,517,-1047,,,
WHITMAN,Continued claims,11,2010,11/1/10,173,146,213,27,-40,,,
YAKIMA,Continued claims,11,2010,11/1/10,6178,3649,7032,2529,-854,,,
ADAMS,Initial claims,11,2010,11/1/10,296,170,322,126,-26,,,
ASOTIN,Initial claims,11,2010,11/1/10,99,76,109,23,-10,,,
BENTON,Initial claims,11,2010,11/1/10,1681,1030,1831,651,-150,,,
CHELAN,Initial claims,11,2010,11/1/10,1272,886,1088,386,184,,,
CLALLAM,Initial claims,11,2010,11/1/10,717,660,736,57,-19,,,
CLARK,Initial claims,11,2010,11/1/10,2343,2132,2946,211,-603,,,
COLUMBIA,Initial claims,11,2010,11/1/10,27,27,29,0,-2,,,
COWLITZ,Initial claims,11,2010,11/1/10,1183,918,1516,265,-333,,,
DOUGLAS,Initial claims,11,2010,11/1/10,594,420,562,174,32,,,
FERRY,Initial claims,11,2010,11/1/10,79,52,78,27,1,,,
FRANKLIN,Initial claims,11,2010,11/1/10,1152,633,1262,519,-110,,,
GARFIELD,Initial claims,11,2010,11/1/10,15,8,24,7,-9,,,
GRANT,Initial claims,11,2010,11/1/10,1401,801,1708,600,-307,,,
GRAYS HARBOR,Initial claims,11,2010,11/1/10,1059,900,1245,159,-186,,,
ISLAND,Initial claims,11,2010,11/1/10,508,380,548,128,-40,,,
JEFFERSON,Initial claims,11,2010,11/1/10,192,183,230,9,-38,,,
KING,Initial claims,11,2010,11/1/10,10251,10683,13637,-432,-3386,,,
KITSAP,Initial claims,11,2010,11/1/10,1258,1423,1600,-165,-342,,,
KITTITAS,Initial claims,11,2010,11/1/10,372,290,418,82,-46,,,
KLICKITAT,Initial claims,11,2010,11/1/10,209,146,258,63,-49,,,
LEWIS,Initial claims,11,2010,11/1/10,1217,824,1444,393,-227,,,
LINCOLN,Initial claims,11,2010,11/1/10,83,61,66,22,17,,,
MASON,Initial claims,11,2010,11/1/10,619,510,797,109,-178,,,
OKANOGAN,Initial claims,11,2010,11/1/10,709,471,706,238,3,,,
PACIFIC,Initial claims,11,2010,11/1/10,339,313,298,26,41,,,
PEND OREILLE,Initial claims,11,2010,11/1/10,122,106,134,16,-12,,,
PIERCE,Initial claims,11,2010,11/1/10,6633,6345,7740,288,-1107,,,
SAN JUAN,Initial claims,11,2010,11/1/10,122,112,152,10,-30,,,
SKAGIT,Initial claims,11,2010,11/1/10,1402,1295,1539,107,-137,,,
SKAMANIA,Initial claims,11,2010,11/1/10,129,62,132,67,-3,,,
SNOHOMISH,Initial claims,11,2010,11/1/10,5489,5166,6991,323,-1502,,,
SPOKANE,Initial claims,11,2010,11/1/10,4251,3345,4697,906,-446,,,
STEVENS,Initial claims,11,2010,11/1/10,471,331,565,140,-94,,,
THURSTON,Initial claims,11,2010,11/1/10,1896,1831,2218,65,-322,,,
WAHKIAKUM,Initial claims,11,2010,11/1/10,35,35,54,0,-19,,,
WALLA WALLA,Initial claims,11,2010,11/1/10,404,257,391,147,13,,,
WHATCOM,Initial claims,11,2010,11/1/10,1907,1639,1835,268,72,,,
WHITMAN,Initial claims,11,2010,11/1/10,111,66,120,45,-9,,,
YAKIMA,Initial claims,11,2010,11/1/10,4813,2545,4487,2268,326,,,
WASHINGTON STATE,Initial claims,11,2010,11/1/10,59802,48960,69219,10842,-9417,,,
WASHINGTON STATE,Continued claims,11,2010,11/1/10,107672,95246,151539,12426,-43867,,,
ADAMS,Continued claims,12,2010,12/1/10,514,379,586,135,-72,,,
ASOTIN,Continued claims,12,2010,12/1/10,201,173,270,28,-69,,,
BENTON,Continued claims,12,2010,12/1/10,3146,2413,3722,733,-576,,,
CHELAN,Continued claims,12,2010,12/1/10,2070,1773,2377,297,-307,,,
CLALLAM,Continued claims,12,2010,12/1/10,1363,1274,1765,89,-402,,,
CLARK,Continued claims,12,2010,12/1/10,5588,4898,7715,690,-2127,,,
COLUMBIA,Continued claims,12,2010,12/1/10,54,51,63,3,-9,,,
COWLITZ,Continued claims,12,2010,12/1/10,1953,1829,2993,124,-1040,,,
DOUGLAS,Continued claims,12,2010,12/1/10,989,802,1153,187,-164,,,
FERRY,Continued claims,12,2010,12/1/10,143,114,184,29,-41,,,
FRANKLIN,Continued claims,12,2010,12/1/10,1862,1425,2140,437,-278,,,
GARFIELD,Continued claims,12,2010,12/1/10,19,12,48,7,-29,,,
GRANT,Continued claims,12,2010,12/1/10,2424,1912,3083,512,-659,,,
GRAYS HARBOR,Continued claims,12,2010,12/1/10,1941,1783,2492,158,-551,,,
ISLAND,Continued claims,12,2010,12/1/10,975,869,1344,106,-369,,,
JEFFERSON,Continued claims,12,2010,12/1/10,432,403,549,29,-117,,,
KING,Continued claims,12,2010,12/1/10,27925,27063,42067,862,-14142,,,
KITSAP,Continued claims,12,2010,12/1/10,3084,2882,4075,202,-991,,,
KITTITAS,Continued claims,12,2010,12/1/10,813,622,997,191,-184,,,
KLICKITAT,Continued claims,12,2010,12/1/10,431,316,497,115,-66,,,
LEWIS,Continued claims,12,2010,12/1/10,1991,1768,2655,223,-664,,,
LINCOLN,Continued claims,12,2010,12/1/10,187,137,177,50,10,,,
MASON,Continued claims,12,2010,12/1/10,1193,1130,1632,63,-439,,,
OKANOGAN,Continued claims,12,2010,12/1/10,1203,961,1505,242,-302,,,
PACIFIC,Continued claims,12,2010,12/1/10,562,484,659,78,-97,,,
PEND OREILLE,Continued claims,12,2010,12/1/10,255,204,310,51,-55,,,
PIERCE,Continued claims,12,2010,12/1/10,14874,13994,20260,880,-5386,,,
SAN JUAN,Continued claims,12,2010,12/1/10,227,174,298,53,-71,,,
SKAGIT,Continued claims,12,2010,12/1/10,2714,2606,3709,108,-995,,,
SKAMANIA,Continued claims,12,2010,12/1/10,237,192,275,45,-38,,,
SNOHOMISH,Continued claims,12,2010,12/1/10,12886,12356,19587,530,-6701,,,
SPOKANE,Continued claims,12,2010,12/1/10,9289,7821,12126,1468,-2837,,,
STEVENS,Continued claims,12,2010,12/1/10,883,720,1235,163,-352,,,
THURSTON,Continued claims,12,2010,12/1/10,4027,3679,5124,348,-1097,,,
WAHKIAKUM,Continued claims,12,2010,12/1/10,75,66,97,9,-22,,,
WALLA WALLA,Continued claims,12,2010,12/1/10,735,578,931,157,-196,,,
WHATCOM,Continued claims,12,2010,12/1/10,3784,3463,4811,321,-1027,,,
WHITMAN,Continued claims,12,2010,12/1/10,211,173,257,38,-46,,,
YAKIMA,Continued claims,12,2010,12/1/10,7629,6178,8844,1451,-1215,,,
ADAMS,Initial claims,12,2010,12/1/10,470,296,438,174,32,,,
ASOTIN,Initial claims,12,2010,12/1/10,103,99,144,4,-41,,,
BENTON,Initial claims,12,2010,12/1/10,2266,1681,2192,585,74,,,
CHELAN,Initial claims,12,2010,12/1/10,1309,1272,1326,37,-17,,,
CLALLAM,Initial claims,12,2010,12/1/10,822,717,874,105,-52,,,
CLARK,Initial claims,12,2010,12/1/10,3269,2343,3581,926,-312,,,
COLUMBIA,Initial claims,12,2010,12/1/10,26,27,33,-1,-7,,,
COWLITZ,Initial claims,12,2010,12/1/10,1474,1183,1523,291,-49,,,
DOUGLAS,Initial claims,12,2010,12/1/10,629,594,643,35,-14,,,
FERRY,Initial claims,12,2010,12/1/10,87,79,117,8,-30,,,
FRANKLIN,Initial claims,12,2010,12/1/10,1526,1152,1469,374,57,,,
GARFIELD,Initial claims,12,2010,12/1/10,11,15,16,-4,-5,,,
GRANT,Initial claims,12,2010,12/1/10,1500,1401,1759,99,-259,,,
GRAYS HARBOR,Initial claims,12,2010,12/1/10,1169,1059,1362,110,-193,,,
ISLAND,Initial claims,12,2010,12/1/10,530,508,588,22,-58,,,
JEFFERSON,Initial claims,12,2010,12/1/10,237,192,238,45,-1,,,
KING,Initial claims,12,2010,12/1/10,13110,10251,15430,2859,-2320,,,
KITSAP,Initial claims,12,2010,12/1/10,1713,1258,1746,455,-33,,,
KITTITAS,Initial claims,12,2010,12/1/10,495,372,571,123,-76,,,
KLICKITAT,Initial claims,12,2010,12/1/10,314,209,293,105,21,,,
LEWIS,Initial claims,12,2010,12/1/10,1424,1217,1561,207,-137,,,
LINCOLN,Initial claims,12,2010,12/1/10,101,83,95,18,6,,,
MASON,Initial claims,12,2010,12/1/10,775,619,899,156,-124,,,
OKANOGAN,Initial claims,12,2010,12/1/10,735,709,817,26,-82,,,
PACIFIC,Initial claims,12,2010,12/1/10,439,339,449,100,-10,,,
PEND OREILLE,Initial claims,12,2010,12/1/10,162,122,182,40,-20,,,
PIERCE,Initial claims,12,2010,12/1/10,8318,6633,9098,1685,-780,,,
SAN JUAN,Initial claims,12,2010,12/1/10,147,122,135,25,12,,,
SKAGIT,Initial claims,12,2010,12/1/10,1632,1402,1649,230,-17,,,
SKAMANIA,Initial claims,12,2010,12/1/10,151,129,173,22,-22,,,
SNOHOMISH,Initial claims,12,2010,12/1/10,6798,5489,7881,1309,-1083,,,
SPOKANE,Initial claims,12,2010,12/1/10,5362,4251,5852,1111,-490,,,
STEVENS,Initial claims,12,2010,12/1/10,597,471,624,126,-27,,,
THURSTON,Initial claims,12,2010,12/1/10,2334,1896,2502,438,-168,,,
WAHKIAKUM,Initial claims,12,2010,12/1/10,62,35,49,27,13,,,
WALLA WALLA,Initial claims,12,2010,12/1/10,513,404,527,109,-14,,,
WHATCOM,Initial claims,12,2010,12/1/10,2265,1907,2350,358,-85,,,
WHITMAN,Initial claims,12,2010,12/1/10,124,111,120,13,4,,,
YAKIMA,Initial claims,12,2010,12/1/10,4634,4813,4746,-179,-112,,,
WASHINGTON STATE,Initial claims,12,2010,12/1/10,72211,59802,79632,12409,-7421,,,
WASHINGTON STATE,Continued claims,12,2010,12/1/10,118883,107672,162606,11211,-43723,,,
ADAMS,Continued claims,1,2011,1/1/11,727,514,673,213,54,,,
ASOTIN,Continued claims,1,2011,1/1/11,211,201,308,10,-97,,,
BENTON,Continued claims,1,2011,1/1/11,3379,3146,4078,233,-699,,,
CHELAN,Continued claims,1,2011,1/1/11,2281,2070,2699,211,-418,,,
CLALLAM,Continued claims,1,2011,1/1/11,1534,1363,1742,171,-208,,,
CLARK,Continued claims,1,2011,1/1/11,6272,5588,8009,684,-1737,,,
COLUMBIA,Continued claims,1,2011,1/1/11,62,54,69,8,-7,,,
COWLITZ,Continued claims,1,2011,1/1/11,2240,1953,3006,287,-766,,,
DOUGLAS,Continued claims,1,2011,1/1/11,1102,989,1304,113,-202,,,
FERRY,Continued claims,1,2011,1/1/11,181,143,217,38,-36,,,
FRANKLIN,Continued claims,1,2011,1/1/11,2160,1862,2528,298,-368,,,
GARFIELD,Continued claims,1,2011,1/1/11,20,19,47,1,-27,,,
GRANT,Continued claims,1,2011,1/1/11,2628,2424,3614,204,-986,,,
GRAYS HARBOR,Continued claims,1,2011,1/1/11,1948,1941,2680,7,-732,,,
ISLAND,Continued claims,1,2011,1/1/11,1044,975,1437,69,-393,,,
JEFFERSON,Continued claims,1,2011,1/1/11,473,432,608,41,-135,,,
KING,Continued claims,1,2011,1/1/11,30232,27925,43993,2307,-13761,,,
KITSAP,Continued claims,1,2011,1/1/11,3347,3084,4360,263,-1013,,,
KITTITAS,Continued claims,1,2011,1/1/11,903,813,1139,90,-236,,,
KLICKITAT,Continued claims,1,2011,1/1/11,480,431,545,49,-65,,,
LEWIS,Continued claims,1,2011,1/1/11,2268,1991,2793,277,-525,,,
LINCOLN,Continued claims,1,2011,1/1/11,210,187,203,23,7,,,
MASON,Continued claims,1,2011,1/1/11,1307,1193,1750,114,-443,,,
OKANOGAN,Continued claims,1,2011,1/1/11,1287,1203,1693,84,-406,,,
PACIFIC,Continued claims,1,2011,1/1/11,606,562,696,44,-90,,,
PEND OREILLE,Continued claims,1,2011,1/1/11,273,255,360,18,-87,,,
PIERCE,Continued claims,1,2011,1/1/11,16318,14874,21526,1444,-5208,,,
SAN JUAN,Continued claims,1,2011,1/1/11,298,227,330,71,-32,,,
SKAGIT,Continued claims,1,2011,1/1/11,3041,2714,3996,327,-955,,,
SKAMANIA,Continued claims,1,2011,1/1/11,260,237,326,23,-66,,,
SNOHOMISH,Continued claims,1,2011,1/1/11,14170,12886,20546,1284,-6376,,,
SPOKANE,Continued claims,1,2011,1/1/11,10482,9289,13347,1193,-2865,,,
STEVENS,Continued claims,1,2011,1/1/11,1086,883,1377,203,-291,,,
THURSTON,Continued claims,1,2011,1/1/11,4339,4027,5430,312,-1091,,,
WAHKIAKUM,Continued claims,1,2011,1/1/11,85,75,104,10,-19,,,
WALLA WALLA,Continued claims,1,2011,1/1/11,838,735,1076,103,-238,,,
WHATCOM,Continued claims,1,2011,1/1/11,4458,3784,5201,674,-743,,,
WHITMAN,Continued claims,1,2011,1/1/11,237,211,285,26,-48,,,
YAKIMA,Continued claims,1,2011,1/1/11,8243,7629,9647,614,-1404,,,
ADAMS,Initial claims,1,2011,1/1/11,165,470,143,-305,22,,,
ASOTIN,Initial claims,1,2011,1/1/11,74,103,86,-29,-12,,,
BENTON,Initial claims,1,2011,1/1/11,1311,2266,1255,-955,56,,,
CHELAN,Initial claims,1,2011,1/1/11,947,1309,942,-362,5,,,
CLALLAM,Initial claims,1,2011,1/1/11,733,822,611,-89,122,,,
CLARK,Initial claims,1,2011,1/1/11,2695,3269,2575,-574,120,,,
COLUMBIA,Initial claims,1,2011,1/1/11,26,26,32,0,-6,,,
COWLITZ,Initial claims,1,2011,1/1/11,1045,1474,1007,-429,38,,,
DOUGLAS,Initial claims,1,2011,1/1/11,410,629,418,-219,-8,,,
FERRY,Initial claims,1,2011,1/1/11,77,87,79,-10,-2,,,
FRANKLIN,Initial claims,1,2011,1/1/11,688,1526,665,-838,23,,,
GARFIELD,Initial claims,1,2011,1/1/11,10,11,9,-1,1,,,
GRANT,Initial claims,1,2011,1/1/11,723,1500,970,-777,-247,,,
GRAYS HARBOR,Initial claims,1,2011,1/1/11,820,1169,934,-349,-114,,,
ISLAND,Initial claims,1,2011,1/1/11,469,530,459,-61,10,,,
JEFFERSON,Initial claims,1,2011,1/1/11,193,237,242,-44,-49,,,
KING,Initial claims,1,2011,1/1/11,12859,13110,14022,-251,-1163,,,
KITSAP,Initial claims,1,2011,1/1/11,1536,1713,1668,-177,-132,,,
KITTITAS,Initial claims,1,2011,1/1/11,367,495,405,-128,-38,,,
KLICKITAT,Initial claims,1,2011,1/1/11,213,314,213,-101,0,,,
LEWIS,Initial claims,1,2011,1/1/11,953,1424,966,-471,-13,,,
LINCOLN,Initial claims,1,2011,1/1/11,78,101,71,-23,7,,,
MASON,Initial claims,1,2011,1/1/11,553,775,730,-222,-177,,,
OKANOGAN,Initial claims,1,2011,1/1/11,535,735,516,-200,19,,,
PACIFIC,Initial claims,1,2011,1/1/11,230,439,235,-209,-5,,,
PEND OREILLE,Initial claims,1,2011,1/1/11,110,162,135,-52,-25,,,
PIERCE,Initial claims,1,2011,1/1/11,7626,8318,7545,-692,81,,,
SAN JUAN,Initial claims,1,2011,1/1/11,146,147,116,-1,30,,,
SKAGIT,Initial claims,1,2011,1/1/11,1298,1632,1293,-334,5,,,
SKAMANIA,Initial claims,1,2011,1/1/11,115,151,91,-36,24,,,
SNOHOMISH,Initial claims,1,2011,1/1/11,6257,6798,6651,-541,-394,,,
SPOKANE,Initial claims,1,2011,1/1/11,4352,5362,4521,-1010,-169,,,
STEVENS,Initial claims,1,2011,1/1/11,434,597,464,-163,-30,,,
THURSTON,Initial claims,1,2011,1/1/11,1976,2334,2057,-358,-81,,,
WAHKIAKUM,Initial claims,1,2011,1/1/11,33,62,34,-29,-1,,,
WALLA WALLA,Initial claims,1,2011,1/1/11,391,513,373,-122,18,,,
WHATCOM,Initial claims,1,2011,1/1/11,1994,2265,1856,-271,138,,,
WHITMAN,Initial claims,1,2011,1/1/11,134,124,102,10,32,,,
YAKIMA,Initial claims,1,2011,1/1/11,2821,4634,2817,-1813,4,,,
WASHINGTON STATE,Initial claims,1,2011,1/1/11,58646,72211,59726,-13565,-1080,,,
WASHINGTON STATE,Continued claims,1,2011,1/1/11,131021,118883,173736,12138,-42715,,,
ADAMS,Continued claims,2,2011,2/1/11,439,727,487,-288,-48,,,
ASOTIN,Continued claims,2,2011,2/1/11,186,211,280,-25,-94,,,
BENTON,Continued claims,2,2011,2/1/11,2653,3379,3357,-726,-704,,,
CHELAN,Continued claims,2,2011,2/1/11,1925,2281,2435,-356,-510,,,
CLALLAM,Continued claims,2,2011,2/1/11,1334,1534,1573,-200,-239,,,
CLARK,Continued claims,2,2011,2/1/11,5441,6272,7080,-831,-1639,,,
COLUMBIA,Continued claims,2,2011,2/1/11,53,62,69,-9,-16,,,
COWLITZ,Continued claims,2,2011,2/1/11,1870,2240,2564,-370,-694,,,
DOUGLAS,Continued claims,2,2011,2/1/11,925,1102,1180,-177,-255,,,
FERRY,Continued claims,2,2011,2/1/11,166,181,219,-15,-53,,,
FRANKLIN,Continued claims,2,2011,2/1/11,1596,2160,1842,-564,-246,,,
GARFIELD,Continued claims,2,2011,2/1/11,19,20,38,-1,-19,,,
GRANT,Continued claims,2,2011,2/1/11,2156,2628,2983,-472,-827,,,
GRAYS HARBOR,Continued claims,2,2011,2/1/11,1797,1948,2300,-151,-503,,,
ISLAND,Continued claims,2,2011,2/1/11,886,1044,1233,-158,-347,,,
JEFFERSON,Continued claims,2,2011,2/1/11,437,473,593,-36,-156,,,
KING,Continued claims,2,2011,2/1/11,27595,30232,40315,-2637,-12720,,,
KITSAP,Continued claims,2,2011,2/1/11,3107,3347,4083,-240,-976,,,
KITTITAS,Continued claims,2,2011,2/1/11,794,903,1108,-109,-314,,,
KLICKITAT,Continued claims,2,2011,2/1/11,393,480,519,-87,-126,,,
LEWIS,Continued claims,2,2011,2/1/11,1903,2268,2327,-365,-424,,,
LINCOLN,Continued claims,2,2011,2/1/11,180,210,205,-30,-25,,,
MASON,Continued claims,2,2011,2/1/11,1246,1307,1499,-61,-253,,,
OKANOGAN,Continued claims,2,2011,2/1/11,1149,1287,1551,-138,-402,,,
PACIFIC,Continued claims,2,2011,2/1/11,487,606,547,-119,-60,,,
PEND OREILLE,Continued claims,2,2011,2/1/11,237,273,350,-36,-113,,,
PIERCE,Continued claims,2,2011,2/1/11,15078,16318,20146,-1240,-5068,,,
SAN JUAN,Continued claims,2,2011,2/1/11,257,298,325,-41,-68,,,
SKAGIT,Continued claims,2,2011,2/1/11,2654,3041,3643,-387,-989,,,
SKAMANIA,Continued claims,2,2011,2/1/11,225,260,281,-35,-56,,,
SNOHOMISH,Continued claims,2,2011,2/1/11,13076,14170,18693,-1094,-5617,,,
SPOKANE,Continued claims,2,2011,2/1/11,9560,10482,12339,-922,-2779,,,
STEVENS,Continued claims,2,2011,2/1/11,926,1086,1276,-160,-350,,,
THURSTON,Continued claims,2,2011,2/1/11,3933,4339,4977,-406,-1044,,,
WAHKIAKUM,Continued claims,2,2011,2/1/11,64,85,88,-21,-24,,,
WALLA WALLA,Continued claims,2,2011,2/1/11,715,838,926,-123,-211,,,
WHATCOM,Continued claims,2,2011,2/1/11,3834,4458,4784,-624,-950,,,
WHITMAN,Continued claims,2,2011,2/1/11,219,237,250,-18,-31,,,
YAKIMA,Continued claims,2,2011,2/1/11,6651,8243,8473,-1592,-1822,,,
ADAMS,Initial claims,2,2011,2/1/11,72,165,83,-93,-11,,,
ASOTIN,Initial claims,2,2011,2/1/11,50,74,62,-24,-12,,,
BENTON,Initial claims,2,2011,2/1/11,974,1311,971,-337,3,,,
CHELAN,Initial claims,2,2011,2/1/11,772,947,803,-175,-31,,,
CLALLAM,Initial claims,2,2011,2/1/11,563,733,535,-170,28,,,
CLARK,Initial claims,2,2011,2/1/11,1979,2695,2463,-716,-484,,,
COLUMBIA,Initial claims,2,2011,2/1/11,17,26,28,-9,-11,,,
COWLITZ,Initial claims,2,2011,2/1/11,896,1045,909,-149,-13,,,
DOUGLAS,Initial claims,2,2011,2/1/11,327,410,343,-83,-16,,,
FERRY,Initial claims,2,2011,2/1/11,35,77,57,-42,-22,,,
FRANKLIN,Initial claims,2,2011,2/1/11,473,688,445,-215,28,,,
GARFIELD,Initial claims,2,2011,2/1/11,5,10,6,-5,-1,,,
GRANT,Initial claims,2,2011,2/1/11,685,723,580,-38,105,,,
GRAYS HARBOR,Initial claims,2,2011,2/1/11,817,820,674,-3,143,,,
